#Network | Station | Latitude | Longitude | Elevation | SiteName | StartTime | EndTime 
EM|NVN12|40.834999|-114.851997|1709.2|Clover Valley, NV, USA|2010-10-21T19:48:33.0000|2010-11-12T19:02:07.0000
EM|NVO07|40.132999|-119.036003|1368.1|Granite Springs, NV, USA|2010-10-08T18:38:06.0000|2010-11-01T19:36:30.0000
EM|NVO08|40.181999|-118.223999|1373.9|Spring Creek, NV, USA|2010-10-09T00:18:52.0000|2010-11-10T19:46:04.0000
EM|NVO09|40.215|-117.355003|1870.8|Daisy Creek, NV, USA|2010-10-22T23:36:51.0000|2010-12-04T15:43:41.0000
EM|NVO10|40.081001|-116.650002|1767.1|Copper Canyon, NV, USA|2010-09-13T01:20:37.0000|2010-10-20T16:50:02.0000
EM|NVO11|40.134998|-115.766998|1725.8|Huntington Valley, NV, USA|2010-09-15T19:34:18.0000|2010-10-16T21:05:17.0000
EM|NVO12|40.183998|-114.977997|1960.6|Butte Valley, NV, USA|2011-05-04T22:04:07.0000|2011-06-04T18:10:55.0000
EM|NVP06|39.466999|-119.865997|1815.8|Hunter Lake, NV, USA|2011-05-13T19:21:22.0000|2011-06-09T16:16:12.0000
EM|NVP07|39.625999|-118.987|1235.8|Massie Slough, NV, USA|2010-10-11T19:55:12.0000|2010-12-01T21:26:41.0000
EM|NVP08|39.651001|-118.147003|1067.5|Dixie Valley, NV, USA|2011-05-16T20:04:12.0000|2011-06-13T15:21:15.0000
EM|NVP09|39.514999|-117.481003|1882.2|Smith River Valley, NV, USA|2010-11-02T18:46:57.0000|2010-12-02T17:48:32.0000
EM|NVP10|39.549|-116.466003|1890.2|Bean Flat, NV, USA|2010-11-03T21:22:19.0000|2010-12-02T22:39:53.0000
EM|NVP11|39.595001|-115.908997|1928.7|Hildabrand Canyon, NV, USA|2011-05-07T19:08:09.0000|2011-06-04T15:17:58.0000
EM|NVP12|39.526001|-114.900002|1842.8|Steptoe Valley, NV, USA|2011-05-09T17:24:09.0000|2011-06-16T18:44:38.0000
EM|NVQ07|38.826|-119.105003|1423.6|Mason Valley, NV, USA|2011-05-14T19:11:21.0000|2011-07-22T17:45:29.0000
EM|NVQ08|38.916|-118.195999|1260.1|Rawhide Spring, NV, USA|2010-10-13T19:49:52.0000|2010-11-04T16:55:01.0000
EM|NVQ09|38.825001|-117.192001|1765.4|Big Smokey Valley, NV, USA|2010-10-12T21:35:39.0000|2010-12-02T10:25:53.0000
EM|NVQ10|38.861|-116.487999|2207.5|Little Fish Lake Valley, NV, USA|2011-05-11T18:18:07.0000|2011-06-05T19:06:27.0000
EM|NVQ11|38.889|-115.688004|1624.5|Collins Meadow Creek, NV, USA|2011-05-10T17:42:00.0000|2011-07-04T20:01:53.0000
EM|NVQ12|38.986|-114.960999|1946.6|River Valley, NV, USA|2011-05-06T19:27:25.0000|2011-06-16T15:18:04.0000
EM|NYE56|44.792|-75.336998|87.6|St. Lawrence Seaway, NY, USA|2016-10-24T16:23:41.0000|2016-11-11T19:51:27.0000
EM|NYE57|44.685001|-74.565002|358.9|St. Regis River, NY, USA|2016-10-07T21:12:32.0000|2016-11-02T15:29:40.0000
EM|NYE58|44.459|-73.749001|366.4|Black Brook, NY, USA|2016-10-08T20:19:56.0000|2016-10-17T17:24:58.0000
EM|NYF56|44.308998|-75.661003|133.6|Pulpit Rock, NY, USA|2016-10-07T15:28:46.0000|2016-11-01T19:23:20.0000
EM|NYF57|43.858002|-75.002998|536.8|Hitchcock Lake, NY, USA|2016-10-05T19:53:37.0000|2016-10-16T15:31:55.0000
EM|NYF58|43.844002|-74.153|549.0|Cherry Ridge, NY, USA|2016-10-10T17:07:05.0000|2016-11-02T19:31:10.0000
EM|NYG56|43.519001|-76.082001|150.5|Altmar Forest, NY, USA|2016-11-01T16:28:20.0000|2016-11-12T14:52:38.0000
EM|NYG57|43.356998|-75.304001|459.7|Clark Hill, NY, USA|2016-09-22T19:22:25.0000|2016-10-14T14:09:08.0000
EM|NYG58|43.271|-74.226997|272.0|East Stony Creek, NY, USA|2016-10-09T18:08:46.0000|2016-10-26T14:42:24.0000
EM|NYG59|43.060001|-73.339996|143.0|Eldridge Swamp, NY, USA|2016-10-07T21:36:09.0000|2016-10-17T20:11:52.0000
EM|NYH54|43.368|-77.979|104.4|Hamlin Beach, NY, USA|2017-09-15T16:27:26.0000|2017-09-28T16:33:20.0000
EM|NYH55|43.276|-77.225|106.6|Pultneyville, NY, USA|2017-08-11T23:01:50.0000|2017-09-03T21:50:33.0000
EM|NYH56|43.001|-76.284|329.1|Mud Pond, NY, USA|2017-09-04T15:51:13.0000|2017-10-06T20:57:41.0000
EM|NYH57|42.757|-75.595001|479.5|Earlville Forest, NY, USA|2016-09-21T20:07:52.0000|2016-10-05T20:50:50.0000
EM|NYH58|42.655998|-74.745003|499.0|Maple Valley, NY, USA|2016-09-23T19:11:05.0000|2016-10-14T17:30:03.0000
EM|NYH59|42.534|-73.956001|262.8|Lawson Lake, NY, USA|2016-09-23T18:35:56.0000|2016-10-12T14:19:33.0000
EM|NYI54|42.64|-78.466|393.5|Buffalo Creek, NY, USA|2017-05-08T19:39:01.0000|2017-05-31T08:32:55.0000
EM|NYI55|42.494999|-77.768997|430.0|Canaseraga Forest, NY, USA|2016-09-20T21:20:50.0000|2016-09-26T15:57:42.0000
EM|NYI56|42.342999|-76.68|578.6|Connecticut Hill, NY, USA|2016-08-27T20:29:12.0000|2016-10-05T16:43:01.0000
EM|NYI57|42.209999|-75.830002|280.6|Chenango  Valley, NY, USA|2016-08-30T17:51:05.0000|2016-09-10T13:59:12.0000
EM|NYI58|42.109001|-75.084999|602.9|Bear Spring, NY, USA|2016-08-31T21:09:20.0000|2016-10-02T19:57:04.0000
EM|NYI59|41.925999|-74.389999|446.6|Peekamoose Mountain, NY, USA|2016-10-25T17:30:22.0000|2016-11-06T16:14:40.0000
EM|NYJ53|42.111|-79.510002|504.1|North Harmony Forest, NY, USA|2016-08-29T18:24:06.0000|2016-09-18T19:58:47.0000
EM|NYJ54|42.137001|-78.568001|526.3|Nine Mile Creek, NY, USA|2016-08-28T21:00:46.0000|2016-09-18T17:01:08.0000
EM|NYJ59|41.282|-74.508|181.9|Pochuk Mountain, NY, USA|2017-08-26T16:05:38.0000|2017-09-06T18:37:06.0000
EM|NYJ60|41.257|-73.601997|130.9|Ward Pound Ridge, NY, USA|2016-11-03T18:25:50.0000|2016-11-10T17:56:37.0000
EM|NYJ61|40.918999|-72.869003|29.5|Wading River, NY, USA|2016-08-25T15:55:37.0000|2016-09-21T18:19:20.0000
EM|NYJ62|41.064999|-71.877998|22.0|Camp Hero, NY, USA|2016-09-29T20:08:13.0000|2016-10-10T20:06:26.0000
EM|OHK52|41.699001|-80.642998|236.3|Mill Creek, OH, USA|2016-09-06T18:08:33.0000|2016-09-17T15:09:56.0000
EM|OHL48|41.451|-84.398003|215.9|Tiffin River, OH, USA|2013-10-09T15:55:06.0000|2013-10-21T16:41:36.0000
EM|OHL49|41.347|-83.521|201.6|Portageville, OH, USA|2014-10-05T16:28:13.0000|2014-12-03T16:41:54.0000
EM|OHL50|41.201|-82.681|227.4|Huron River, OH, USA|2014-11-08T20:15:12.0000|2014-12-03T19:23:31.0000
EM|OHL51|41.117|-81.741|349.6|Wolf Creek, OH, USA|2014-10-15T15:32:54.0000|2014-11-07T18:08:48.0000
EM|OHL52|41.003|-81.073|324.4|Portage County, OH, USA|2014-10-16T15:07:33.0000|2014-11-13T20:44:55.0000
EM|OHM48|40.798|-84.459999|237.9|Little Auglaize River, OH, USA|2013-09-17T16:13:23.0000|2013-10-16T20:22:53.0000
EM|OHM49|40.734|-83.722|296.8|Hog Creek, OH, USA|2014-10-12T15:42:26.0000|2014-12-03T14:24:14.0000
EM|OHM50|40.609|-82.762|387.0|Whetstone Creek, OH, USA|2014-11-11T17:10:04.0000|2014-12-04T14:12:04.0000
EM|OHM51|40.543|-82.063|384.2|Bell Ridge, OH, USA|2014-11-13T16:34:43.0000|2014-12-04T17:24:48.0000
EM|OHM52|40.557|-81.263|339.5|Atwood Lake, OH, USA|2014-10-16T21:45:57.0000|2014-12-04T20:42:55.0000
EM|OHN48|40.315|-84.657|318.4|Wabash River, OH, USA|2014-10-13T17:42:09.0000|2014-12-02T21:37:37.0000
EM|OHN49|40.19|-83.979|346.6|Kiser Lake, OH, USA|2014-10-06T16:23:48.0000|2014-11-12T14:22:35.0000
EM|OHN50|40.082|-83.301|293.2|Madison County, OH, USA|2014-10-20T17:08:20.0000|2014-11-05T14:48:20.0000
EM|OHN51|39.982|-82.265|323.7|Flint Ridge, OH, USA|2014-11-16T19:27:30.0000|2014-12-05T17:12:56.0000
EM|OHN52|39.888|-81.399|267.8|Seneca Lake, OH, USA|2014-10-17T16:04:09.0000|2014-12-05T14:38:00.0000
EM|OHO49|39.642|-84.43|275.6|Germantown Metropark, OH, USA|2014-09-30T15:30:19.0000|2014-11-15T17:13:58.0000
EM|OHO50|39.587|-83.245|258.7|Deer Creek, OH, USA|2014-10-07T14:49:29.0000|2014-10-18T20:00:41.0000
EM|OHO51|39.382|-82.746|240.8|Tar Hollow, OH, USA|2014-11-18T18:41:12.0000|2014-11-24T07:51:18.0000
EM|OHO52|39.325|-81.841|199.7|Acadia Cliffs, OH, USA|2015-11-04T17:37:29.0000|2015-11-12T15:15:54.0000
EM|OHP50|38.974|-83.517|254.5|Tranquility Wildlife Area, OH, USA|2014-11-19T17:33:19.0000|2014-12-08T14:24:01.0000
EM|OHP51|38.927|-82.821|275.9|Millstone Run, OH, USA|2014-10-18T16:48:20.0000|2014-11-14T17:39:42.0000
EM|ORF03|45.932999|-123.554001|271.7|Jewell, OR, USA|2007-08-19T01:48:36.0000|2007-09-07T17:18:41.0000
EM|ORF08|45.793999|-118.741997|510.3|Helix,OR,USA|2006-09-04T17:43:59.0000|2006-09-25T18:39:37.0000
EM|ORF09|45.709|-117.903|899.2|Palmer Junction, OR , USA|2006-09-10T21:58:05.0000|2006-10-04T15:20:57.0000
EM|ORF10|45.98|-117.227997|1221.0|Enterprise,OR,USA|2006-09-06T19:39:10.0000|2006-09-29T15:10:47.0000
EM|ORG03|45.326|-123.245003|102.0|Yamhill, OR, USA|2007-08-17T22:42:06.0000|2007-09-07T21:06:31.0000
EM|ORG04|45.222|-122.450996|288.7|Timber Grove, OR, US|2007-08-16T20:39:50.0000|2007-09-05T16:34:50.0000
EM|ORG05|45.243|-121.315002|592.2|Wamic, OR, USA|2007-08-15T22:12:00.0000|2007-09-05T20:44:19.0000
EM|ORG06|45.240002|-120.638|778.3|Grass Valley,OR,USA|2006-08-05T23:52:54.0000|2006-09-02T16:29:54.0000
EM|ORG07|45.276001|-119.634003|861.9|Heppner,OR,USA|2006-08-15T21:43:22.0000|2006-09-05T21:35:24.0000
EM|ORG08|45.240002|-118.960999|1108.8|Snipe Valley,OR,USA|2006-09-03T22:35:27.0000|2006-09-25T16:11:51.0000
EM|ORG09|45.331001|-117.832001|821.5|Cove, OR, USA|2006-09-19T22:18:57.0000|2006-10-08T15:06:25.0000
EM|ORG10|45.332001|-117.190002|1393.1|Prairie Creek,OR,USA|2006-09-07T21:31:12.0000|2006-09-29T17:47:49.0000
EM|ORH02|44.678001|-124.005997|215.3|Fruitvale, OR, USA|2007-08-28T18:32:28.0000|2007-09-18T20:03:14.0000
EM|ORH04|44.691002|-122.178001|896.4|Detroit Lake, OR, USA|2007-08-20T23:28:30.0000|2007-09-19T15:09:50.0000
EM|ORH05|44.646999|-121.204002|730.7|Madras,OR,USA|2006-08-08T19:59:37.0000|2006-09-09T15:47:29.0000
EM|ORH06|44.742001|-120.294998|477.1|Mitchell,OR,USA|2006-08-06T23:53:45.0000|2006-08-29T20:01:59.0000
EM|ORH07|44.598999|-119.569|1164.5|Kimberly,OR,USA|2006-08-11T21:36:49.0000|2006-09-02T21:42:47.0000
EM|ORH08|44.52|-118.667999|1377.3|Preirie City,OR,USA|2006-08-31T18:15:20.0000|2006-09-11T18:12:21.0000
EM|ORH09|44.661999|-117.725998|1228.5|Ebell Creek, OR, USA|2006-09-16T20:32:18.0000|2006-10-04T18:20:58.0000
EM|ORI02|43.973999|-123.814003|463.7|Point Terrace, OR, USA|2007-08-30T00:58:07.0000|2007-09-18T15:20:13.0000
EM|ORI03|43.973999|-123.278|233.3|Fernridge Lake, OR, USA|2007-08-22T22:13:24.0000|2007-09-12T18:46:38.0000
EM|ORI04|43.768002|-122.461998|649.9|High Prairie, OR, USA|2007-08-21T21:07:10.0000|2007-09-10T23:25:54.0000
EM|ORI05|44.118|-121.378998|1069.6|Reno,OR,USA|2006-08-03T19:39:27.0000|2006-08-29T15:34:15.0000
EM|ORI06|43.904999|-120.233002|1312.7|Prineville,OR,USA|2006-08-09T21:09:12.0000|2006-08-20T21:07:23.0000
EM|ORI07|44.075001|-119.510002|1311.0|Brisbois Creek,OR,USA|2006-08-10T20:23:24.0000|2006-09-22T22:43:13.0000
EM|ORI08|43.909|-118.547997|1275.5|Blue Bucket, George Riley Ranch, OR , USA|2006-09-28T17:57:51.0000|2006-10-19T15:58:15.0000
EM|ORI09|44.014|-117.799004|983.5|Westfall Ranch, Indian Creek, OR, USA|2006-09-17T19:45:38.0000|2006-10-08T19:32:18.0000
EM|ORJ02|43.355|-123.512001|148.6|Coles Valley, OR, USA|2007-08-23T22:09:37.0000|2007-09-12T21:50:25.0000
EM|ORJ03|43.372002|-122.959999|319.9|Idleyld Park, OR, USA|2007-08-24T23:00:31.0000|2007-09-13T15:22:43.0000
EM|ORJ04|43.150002|-121.925003|1537.4|Welch Butte, OR, USA|2007-09-07T21:35:18.0000|2007-09-28T18:30:12.0000
EM|ORJ05|43.257999|-121.176003|1382.4|Sears Flat,OR,USA|2006-08-12T21:03:24.0000|2006-09-13T19:46:52.0000
EM|ORJ06|43.280998|-120.094002|1389.8|Jew Valley, OR, USA|2006-09-24T17:50:40.0000|2006-10-22T16:35:53.0000
EM|ORJ07|43.369999|-119.310997|1258.7|Miller Ranch,Hines,OR,USA|2006-08-13T20:50:04.0000|2006-09-05T15:25:48.0000
EM|ORJ08|43.349998|-118.472|1300.4|Circle Bar, OR , USA|2006-10-07T18:55:01.0000|2006-10-28T16:26:52.0000
EM|ORJ09|43.362999|-117.745003|1304.5|Little Mud Flat, OR , USA|2006-10-10T21:38:36.0000|2006-10-30T18:57:21.0000
EM|ORK01|42.824001|-124.504997|3.9|Cape Blanco, OR, USA|2007-08-30T22:24:35.0000|2007-09-20T15:03:27.0000
EM|ORK02|42.785|-123.372002|497.5|Fernvale, OR, USA|2007-09-02T20:17:16.0000|2007-09-24T00:56:47.0000
EM|ORK03|42.623001|-122.622002|796.8|Lost Creek Lake, OR, USA|2007-09-05T21:30:21.0000|2007-09-26T23:48:46.0000
EM|ORK04|42.598|-121.763|966.8|Cave Mountain, OR, USA|2007-09-08T22:07:58.0000|2007-09-28T16:28:36.0000
EM|ORK05|42.717999|-120.897003|1857.1|Summer Lake, OR, USA|2007-09-10T20:54:58.0000|2007-10-04T00:15:06.0000
EM|ORK06|42.792|-120.245003|1322.7|Lake Abert, OR, USA|2006-09-23T20:13:37.0000|2006-10-12T16:34:22.0000
EM|ORK07|42.691002|-119.25|1412.9|Rock Creek, Catlow Valley, OR , USA|2006-09-27T18:46:31.0000|2006-10-18T19:43:15.0000
EM|ORK08|42.724998|-118.455002|1286.7|Mann Lake, OR , USA|2006-10-05T19:51:34.0000|2006-10-26T17:09:30.0000
EM|ORK09|42.695|-117.730003|1175.1|The Basin, OR , USA|2006-10-09T19:55:35.0000|2006-10-29T18:54:34.0000
EM|ORL02|42.194|-123.668999|415.8|Cave Junction, OR, USA|2007-09-01T22:29:41.0000|2007-09-23T22:18:29.0000
EM|ORL03|42.187|-122.606003|777.7|Lithia Springs, OR, USA|2007-09-07T00:54:40.0000|2007-10-07T21:34:35.0000
EM|ORL04|42.089001|-121.883003|1245.8|Round Lake, OR, USA|2007-09-09T19:36:23.0000|2007-09-27T21:27:24.0000
EM|ORL05|42.004002|-121.000999|1461.4|Tule Lake, OR, USA|2007-09-11T20:27:05.0000|2007-10-03T17:12:59.0000
EM|ORL06|42.077999|-120.136002|1697.4|Big Valley, OR, USA|2007-09-14T23:32:33.0000|2007-10-04T19:36:01.0000
EM|ORL07|42.012001|-119.330002|1799.3|Sage Hen Flats, OR , USA|2006-09-30T20:38:53.0000|2006-10-21T20:20:22.0000
EM|ORL08|42.194|-118.338997|1509.7|Little Trout Creek, OR , USA|2006-10-01T19:58:49.0000|2006-10-27T18:30:43.0000
EM|ORL09|42.084999|-117.552002|1981.1|Hoppin Springs, OR , USA|2006-10-13T22:50:32.0000|2006-10-31T17:47:38.0000
EM|PA091|-26.788|-66.293999|2362.0|Famabalasta,Salta,ARGENTINA: J.Booker|2000-10-18T22:00:00.0000|2000-10-27T20:42:05.0000
EM|PA096|-26.833|-66.030998|2170.0|Entre Rios,Salta,ARGENTINA: J.Booker|2000-10-18T18:00:00.0000|2000-10-28T13:58:40.0000
EM|PA097|-26.964001|-65.768997|2278.0|El Rincon,Salta,ARGENTINA: J.Booker|2000-10-17T23:00:00.0000|2000-10-28T17:28:15.0000
EM|PA100|-27.094999|-65.624001|609.0|La Ramadita,Salta,ARGENTINA: J.Booker|2000-10-17T19:00:00.0000|2000-10-24T16:39:37.0000
EM|PA101|-27.069|-65.558998|475.0|Santa Lucia,Salta,ARGENTINA: J.Booker|2000-10-25T16:30:00.0000|2000-10-28T20:14:30.0000
EM|PA103|-27.181999|-65.473999|423.0|Finca La Banda,Salta,ARGENTINA: J.Booker|2000-10-03T17:50:00.0000|2000-10-15T18:40:35.0000
EM|PA105|-27.204|-65.319|337.0|Leales,Salta,ARGENTINA: J.Booker|2000-10-03T18:00:00.0000|2000-10-15T16:47:10.0000
EM|PA109|-27.232|-65.134003|341.0|Mixta,Salta,ARGENTINA: J.Booker|2000-10-02T19:34:00.0000|2000-10-15T14:56:25.0000
EM|PA116|-27.243999|-64.958|316.0|Finca Rojas,Salta,ARGENTINA: J.Booker|2000-10-02T16:55:00.0000|2000-10-15T12:39:45.0000
EM|PA121|-27.299999|-64.751999|239.0|Pozuelo,Salta,ARGENTINA: J.Booker|2000-10-01T21:26:00.0000|2000-10-14T14:02:40.0000
EM|PA124|-27.292999|-64.609001|305.0|Gramilla,Salta,ARGENTINA: J.Booker|2000-09-27T22:20:00.0000|2000-10-14T15:23:45.0000
EM|PA128|-27.143|-64.364998|200.0|La Esperanza,Salta,ARGENTINA: J.Booker|2000-09-26T20:30:00.0000|2000-10-05T15:13:05.0000
EM|PA130|-27.222|-64.150002|204.0|Vaca Muerta,Salta,ARGENTINA: J.Booker|2000-09-28T18:20:00.0000|2000-10-07T20:32:35.0000
EM|PA227|-27.341999|-64.332001|262.0|Estancia Guama,Salta,ARGENTINA: J.Booker|2000-10-05T19:45:00.0000|2000-10-14T20:39:00.0000
EM|PA402|-28.094|-66.281998|813.0|Puerta Grande,Salta,ARGENTINA: J.Booker|2000-10-21T14:45:00.0000|2000-11-01T14:42:10.0000
EM|PA404|-28.098|-66.122002|1647.0|Joyango,Salta,ARGENTINA: J.Booker|2000-10-20T23:00:00.0000|2000-11-01T16:14:25.0000
EM|PA406|-27.966999|-65.939003|1604.0|Chamorro,Salta,ARGENTINA: J.Booker|2000-10-20T22:30:00.0000|2000-10-31T21:02:50.0000
EM|PA408|-27.924|-65.838997|1198.0|Chuchucaruana,Salta,ARGENTINA: J.Booker|2000-10-20T19:00:00.0000|2000-10-31T19:28:15.0000
EM|PA410|-27.912001|-65.706001|1280.0|Tierra Verde,Salta,ARGENTINA: J.Booker|2000-10-19T17:45:00.0000|2000-10-30T13:08:35.0000
EM|PA412|-27.884001|-65.556999|490.0|Peublo Viejo,Salta,ARGENTINA: J.Booker|2000-10-19T22:30:00.0000|2000-10-30T15:01:20.0000
EM|PA414|-27.959|-65.417999|438.0|El Rinconada,Salta,ARGENTINA: J.Booker|2000-10-18T18:00:00.0000|2000-10-30T17:31:15.0000
EM|PA416|-27.958|-65.191002|405.0|San Pedro,Salta,ARGENTINA: J.Booker|2000-10-17T15:50:00.0000|2000-10-25T18:55:33.0000
EM|PA419|-27.933001|-64.973999|450.0|Pozo Cavado,Salta,ARGENTINA: J.Booker|2000-10-18T22:00:00.0000|2000-10-29T20:33:45.0000
EM|PA422|-27.860001|-64.780998|446.0|El Puestito,Salta,ARGENTINA: J.Booker|2000-10-17T21:30:00.0000|2000-10-29T18:58:20.0000
EM|PA424|-27.724001|-64.542999|281.0|Huaico Pozo,Salta,ARGENTINA: J.Booker|2000-10-01T17:20:00.0000|2000-10-08T16:48:05.0000
EM|PA428|-27.677|-64.362999|230.0|Los Morales,Salta,ARGENTINA: J.Booker|2000-10-01T14:55:00.0000|2000-10-14T11:00:35.0000
EM|PA430|-27.653|-64.183998|190.0|Simbolar,Salta,ARGENTINA: J.Booker|2000-09-29T14:00:00.0000|2000-10-11T21:51:25.0000
EM|PA432|-27.566|-64.013|183.0|Bajo Grande,Salta,ARGENTINA: J.Booker|2000-09-29T22:00:00.0000|2000-10-13T20:35:35.0000
EM|PA436|-27.341999|-63.723999|191.0|Averias,Salta,ARGENTINA: J.Booker|2000-09-30T18:36:00.0000|2000-10-13T18:33:00.0000
EM|PA440|-27.372|-63.493|191.0|Inverneda,San Juan,ARGENTINA: J.Booker|2000-09-29T20:57:00.0000|2000-10-13T16:45:25.0000
EM|PA450|-27.194|-63.028999|170.6|Amama,ARGENTINA: J.Booker|2003-09-18T19:00:31.0000|2003-09-25T17:19:46.0000
EM|PA460|-27.066999|-62.645|172.1|Haase,ARGENTINA: J.Booker|2003-09-17T18:41:34.0000|2003-09-25T15:29:36.0000
EM|PA470|-27.327|-62.254002|166.3|Otumpa,ARGENTINA: J.Booker|2003-09-17T15:00:07.0000|2003-09-22T18:00:11.0000
EM|PA530|-34.823002|-66.449997|417.6|Colonia Calzada,ARGENTINA: J.Booker|2004-08-30T20:00:00.0000|2004-09-04T17:56:53.0000
EM|PA535|-34.623001|-66.269997|480.1|USIYAL,ARGENTINA: J.Booker|2004-09-13T22:00:00.0000|2004-09-21T12:00:04.0000
EM|PA540|-34.344002|-66.121002|498.0|Las Gamas,ARGENTINA: J.Booker|2004-08-31T17:58:28.0000|2004-09-13T17:08:14.0000
EM|PA542|-34.27|-66|510.7|Las Gamas,ARGENTINA: J.Booker|2004-09-04T15:42:38.0000|2004-09-13T06:00:24.0000
EM|PA545|-34.166|-65.894997|526.4|Las Gamas,ARGENTINA: J.Booker|2004-08-31T14:39:46.0000|2004-09-13T15:31:43.0000
EM|PA550|-33.997002|-65.870003|572.4|Nueva Escocia,San Luis,ARGENTINA: J.Booker|2004-09-04T22:05:05.0000|2004-09-13T22:13:09.0000
EM|PA555|-33.876999|-65.755997|563.0|Nueva Escocia,San Luis,ARGENTINA: J.Booker|2004-09-03T18:00:00.0000|2004-09-12T20:04:34.0000
EM|PA560|-33.810001|-65.527|503.0|Las Isletas,ARGENTINA: J.Booker|2004-09-03T14:49:39.0000|2004-09-12T18:49:51.0000
EM|PA570|-33.632|-65.308998|518.4|J.Jorba,ARGENTINA: J.Booker|2004-09-02T21:49:18.0000|2004-09-14T12:20:29.0000
EM|PA575|-33.497002|-65.258003|599.1|J.Jorba,ARGENTINA: J.Booker|2004-09-02T19:42:36.0000|2004-09-14T13:14:49.0000
EM|PA580|-33.354|-65.181999|741.5|La Punilla,ARGENTINA: J.Booker|2004-09-05T20:22:34.0000|2004-09-15T20:08:21.0000
EM|PA585|-33.231998|-65.139|843.9|La Punilla,ARGENTINA: J.Booker|2004-09-05T17:42:23.0000|2004-09-14T14:26:31.0000
EM|PA588|-33.068001|-65.119003|999.6|La Punilla,ARGENTINA: J.Booker|2004-09-16T16:00:00.0000|2004-09-26T17:43:37.0000
EM|PA592|-32.867001|-65.043999|972.5|El Sauce,ARGENTINA: J.Booker|2004-09-15T18:00:00.0000|2004-09-26T18:43:18.0000
EM|PA595|-32.709|-64.999001|979.0|El Recuerdo, ARGENTINA: J.Booker|2004-09-15T16:00:00.0000|2004-09-26T19:31:34.0000
EM|PA604|-31.509001|-68.999001|1032.0|Planta de Hormigon,San Juan,ARGENTINA: J.Booker|2000-11-20T17:45:00.0000|2000-12-04T13:27:35.0000
EM|PA606|-31.531|-68.838997|975.0|ICA,San Juan,ARGENTINA: J.Booker|2000-11-18T19:30:00.0000|2000-12-04T14:41:45.0000
EM|PA608|-31.559999|-68.738998|789.0|Zonda,San Juan,ARGENTINA: J.Booker|2000-11-17T18:45:00.0000|2000-12-04T15:49:20.0000
EM|PA610|-31.563|-68.606003|702.0|Rivadavia,San Juan,ARGENTINA: J.Booker|2000-11-18T23:30:00.0000|2000-12-03T12:32:55.0000
EM|PA612|-31.663|-68.591003|621.0|INTA,San Juan,ARGENTINA: J.Booker|2000-11-17T22:45:00.0000|2000-12-04T17:50:35.0000
EM|PA614|-31.673|-68.515999|607.0|Rawson,San Juan,ARGENTINA: J.Booker|2000-11-16T19:30:00.0000|2000-12-03T14:02:35.0000
EM|PA616|-31.688|-68.396004|596.0|9 de Julio,San Juan,ARGENTINA: J.Booker|2000-11-15T01:00:00.0000|2000-12-03T15:16:25.0000
EM|PA618|-31.761|-68.308998|579.0|Santa Rosa,San Juan,ARGENTINA: J.Booker|2000-11-14T19:45:00.0000|2000-12-03T16:18:25.0000
EM|PA620|-31.778|-68.228996|577.0|Dto 25 de Mayo,San Juan,ARGENTINA: J.Booker|2000-11-14T16:30:00.0000|2000-12-03T17:25:25.0000
EM|PA622|-31.733|-68.102997|671.0|Quebrado de flores,San Juan,ARGENTINA: J.Booker|2000-11-15T21:00:00.0000|2000-12-02T13:17:00.0000
EM|PA624|-31.75|-67.988998|793.0|Vallecito,San Juan,ARGENTINA: J.Booker|2000-11-15T16:30:00.0000|2000-12-02T14:12:00.0000
EM|PA626|-31.686001|-67.795998|620.0|Niquisanga,San Juan,ARGENTINA: J.Booker|2000-11-13T19:45:00.0000|2000-12-02T15:20:10.0000
EM|PA628|-31.586|-67.666|582.0|Bermejo,San Juan,ARGENTINA: J.Booker|2000-11-13T15:42:00.0000|2000-11-26T15:27:25.0000
EM|PA630|-31.577|-67.521004|587.0|LagunaSeca,San Juan,ARGENTINA: J.Booker|2000-11-19T21:16:00.0000|2000-12-02T17:34:30.0000
EM|PA705|-31.809999|-65.872002|319.1|Cuatro Esquinas,ARGENTINA: J.Booker|2004-09-19T15:08:11.0000|2004-09-27T13:15:36.0000
EM|PA715|-31.851|-65.411003|411.4|San Vincente,ARGENTINA: J.Booker|2004-09-18T21:42:20.0000|2004-09-27T15:34:06.0000
EM|PA720|-31.785999|-65.156998|693.0|Altautina,ARGENTINA: J.Booker|2004-09-18T17:17:23.0000|2004-09-27T19:13:10.0000
EM|PA725|-31.684|-65.021004|921.7|Transito,ARGENTINA: J.Booker|2004-09-17T20:00:54.0000|2004-09-27T21:07:36.0000
EM|PA730|-31.606001|-64.878998|2178.4|La Posta de Quente,Cordoba,ARGENTINA: J.Booker|2004-09-17T16:21:09.0000|2004-09-28T12:22:13.0000
EM|PA735|-31.6|-64.761002|2130.0|Las Ensenadas,ARGENTINA: J.Booker|2001-09-06T21:59:43.0000|2001-09-16T13:00:01.0000
EM|PA740|-31.638|-64.625999|1012.0|Bosque Alegre,Cordoba,ARGENTINA: J.Booker|2001-09-05T16:40:53.0000|2001-09-16T15:00:01.0000
EM|PA745|-31.687|-64.551003|794.0|Pozo del Tala,Cordoba,ARGENTINA: J.Booker|2001-09-05T21:05:45.0000|2001-09-09T14:01:35.0000
EM|PA750|-31.677|-64.461998|619.0|Alta Gracia,ARGENTINA: J.Booker|2001-08-26T17:21:14.0000|2001-09-16T16:37:58.0000
